zip_code,crime_type,Total_crimes
78753,Abuse Of 911,11
78753,Abuse Of Official Capacity,1
78753,Agg Aslt Enhanc Strangl/Suffoc,99
78753,Agg Aslt W/Motor Veh Fam/Dat V,50
78753,Agg Assault On Public Servant,28
78753,Agg Assault With Motor Veh,168
78753,Agg Kidnapping,13
78753,Agg Kidnapping Fam Vio,5
78753,Agg Promotion Of Prostitution,7
78753,Agg Robbery By Assault,43
78753,Aggravated Assault,3110
78753,Aggravated Robbery,2002
78753,Amplified Music / Vehicle,1
78753,Applic To Revoke Probation,136
78753,Arson,158
78753,Arson With Bodily Injury,1
78753,Arson-Criminal Mischief,29
78753,Assault - School Personnel,1
78753,Assault By Contact,2675
78753,Assault By Threat,1762
78753,Assault Of A Pregnant Woman,4
78753,Assault Of Pregnant Wm-Fam/Dat,25
78753,Assault On Peace Officer,18
78753,Assault On Public Servant,165
78753,Assault With Injury,11310
78753,Att Arson,1
78753,Att Auto Theft,33
78753,Att Burglary Non Residence,8
78753,Att Theft,14
78753,Attack By Dog,1
78753,Auto Theft,5146
78753,Bail Jumping/Fail To Appear,1
78753,Bomb Threat,21
78753,Breach Of Computer Security,69
78753,Burglary Non Residence,2748
78753,Burglary Of Coin-Op Machine,277
78753,Burglary Of Residence,6383
78753,Burglary Of Shed/Detached Garage/Storage Unit,346
78753,Burglary Of Vehicle,16888
78753,Camping In Park,171
78753,Capital Murder,12
78753,Child Custody Interfere,709
78753,Child Endangerment- Abandonmen,461
78753,Civil Disturbance/Demo,60
78753,Communicating Gambling Info,1
78753,Compelling Prostitution,11
78753,Contempt Of Court,4
78753,Contribute Delinquency Minor,2
78753,Controlled Sub Viol - Other,1
78753,Counterfeiting,289
78753,Crash/Crim Neg Homicide,3
78753,Crash/Fail Stop And Render Aid,723
78753,Crash/Intox Manslaughter,4
78753,Crash/Intoxication Assault,23
78753,Crash/Manslaughter,4
78753,Cred Card Abuse - Expir-Cancel,8
78753,Cred Card Abuse By Forgery,483
78753,Crimes Against Elderly,2
78753,Criminal Mischief,10104
78753,Criminal Solicitation Of Minor,10
78753,Criminal Trespass,5074
78753,Criminal Trespass/In Vehicle,20
78753,Cruelty To Animals,287
78753,Custody Arrest Traffic Warr,3887
78753,DWI,5088
78753,Damage City Prop,217
78753,Damage City Vehicle,43
78753,Dang Drug Viol - Other,5
78753,Dating Disturbance,1104
78753,Deadly Conduct,265
78753,Deadly Conduct Fam/Date Viol,5
78753,Debit/Credit Card Abuse,2088
78753,Del Marijuana,11
78753,Del Of Alcohol To Minor,9
78753,Del Synthetic Marijuana,1
78753,Desecration Venerated Object,1
78753,Disposal Of Solid Waste,1
78753,Disruption Of Classes,1
78753,Disruptive Acts At Schools,2
78753,Distrib Harmful Material Minor,2
78753,Disturbance - Other,5097
78753,Doc Abuse Or Threat,15
78753,Doc Abusive Language,64
78753,Doc Discharge Gun - Pub Place,162
78753,Doc Discharge Gun - Pub Road,51
78753,Doc Display Gun/Deadly Pub Plc,137
78753,Doc Exposure,99
78753,Doc Fighting,286
78753,Doc Offensive Gesture,33
78753,Doc Unreasonable Noise,83
78753,Doc Window Peeping - Hotel,1
78753,Driving While Intox / Felony,322
78753,Dui - Age 16 And Under,4
78753,Dui - Age 17 To 20,58
78753,Dumping Refuse Near Highway,54
78753,Dwi  .15 Bac Or Above,489
78753,Dwi - Child Passenger,98
78753,Dwi - Drug Recognition Expert,86
78753,Engaging In Organized Crime,9
78753,Escape From Custody,3
78753,Evading / Foot,346
78753,Evading / Vehicle Pursuit,139
78753,Evading Vehicle,300
78753,Expired - Deadly Assault,1
78753,Expired-Att Agg Robbery/Weap,3
78753,Expired-Att Kidnapping,2
78753,Expired-Att Ob Dang Drug Fraud,1
78753,Expired-Att Obt Cont Sub Fraud,3
78753,Expired-Att Robbery By Assault,3
78753,Expired-Evading Arrest,10
78753,Expired-Injury Child - Elderly,4
78753,Exploitation Of Child/Elderly,2
78753,Explosive Ordnance Disposal,16
78753,Fail To Register- Minor Vic,2
78753,Failure To Identify,860
78753,False Alarm Or Report,80
78753,False Id As A Peace Officer,5
78753,False Report To Cps,2
78753,False Report To Peace Officer,109
78753,False Statement -Obtain Credit,54
78753,Family Disturbance,17507
78753,Federal Viol/Other,35
78753,Felony Enhancement/Asslt W/Inj,590
78753,Forgery - Other,278
78753,Forgery And Passing,1358
78753,Forgery By Making,178
78753,Forgery Of Identification,31
78753,Forgery- Certificate Of Title,4
78753,Fraud - Other,1100
78753,Fraud Destruction Of A Writing,46
78753,Fraud Filing Finance Statement,5
78753,Fraud-Card Skimmer,24
78753,Gambling,54
78753,Gambling Promotion,19
78753,Graffiti,296
78753,Harassment,4453
78753,Harassment Of A Public Servant,31
78753,Harassment Online,31
78753,Harboring Runaway Child,27
78753,Hinder Secured Creditors,20
78753,Hindering Apprehension,14
78753,Identity Theft,1773
78753,Identity Theft-Tax Returns,9
78753,Illegal Labelling Of Recording,2
78753,Illumin Aircraft Intense Light,1
78753,Immigration Hold/Arrest,31
78753,Impersonating Public Servant,39
78753,Indecent Assault,31
78753,Indecent Exposure,179
78753,Inhalant Abuse,17
78753,Inj To Disabled  Fam/Date Viol,13
78753,Inj To Elderly   Fam/Date Viol,35
78753,Inj/Child Fv (No Care/Custody),12
78753,Injury Disabled Individual,43
78753,Injury To Child,240
78753,Injury To Child (Care/Custody),161
78753,Injury To Elderly Person,30
78753,Inter Emerg Phonecall Fam/Date,63
78753,Interference Public Duties,30
78753,Interfering W/Emerg Phone Call,20
78753,Justified Homicide,1
78753,Keeping Gambling Place,4
78753,Kidnapping,27
78753,Kidnapping Fam Vio,3
78753,Liquor Law Violation/Other,164
78753,Littering,156
78753,Mail Theft,301
78753,Making Tobacco Avail To Minor,7
78753,Manf Controlled Sub - Other,8
78753,Manf Controlled Sub- Syn Narc,1
78753,Manslaughter,1
78753,Misapply Fiduciary Prop,2
78753,Misrep Age By Minor,2
78753,Misuse Of Official Info,1
78753,Money Laundering,12
78753,Murder,56
78753,Narcotic Possession,4082
78753,Nuisance Abatement,64
78753,Obscene Display - Distribution,1
78753,Obscenity,2
78753,Obtain Controlled Sub By Fraud,63
78753,Obtain Dang Drug By Fraud,1
78753,Official Misconduct,1
78753,Official Oppression,1
78753,Online Impersonation,51
78753,Online Solicitation Of A Minor,11
78753,Parole Viol,50
78753,Perjury,1
78753,Pigeon Drop,15
78753,Pocket Picking,3
78753,Poss Criminal Instrument,3
78753,Poss Dang Drug,135
78753,Poss Of Alcohol - Age 17 To 20,113
78753,Poss Of Alcohol-Age 16 & Under,23
78753,Poss Of Firearm By Felon,182
78753,Poss Of Gambling Paraphernalia,1
78753,Poss Of Prescription Form,2
78753,Poss Of Prohibited Weapon,104
78753,Poss Synthetic Marijuana,47
78753,Poss/Promo Child Pornography,30
78753,Possession Of Marijuana,2627
78753,Possession of Drug,3613
78753,Probation Viol,24
78753,Promotion Of Prostitution,24
78753,Prostitution,1396
78753,Protective Order,457
78753,Prowler,22
78753,Public Lewdness,27
78753,Purchasing Prostitution,16
78753,Purse Snatching,28
78753,Reckless Conduct,7
78753,Reckless Damage,130
78753,Rental Car/Fail To Return,16
78753,Resisting Arrest Or Search,138
78753,Retaliation,61
78753,Robbery By Threat,196
78753,Securing Exec-Doc By Deception,1
78753,Sexting/Transmit Sexual Photos,3
78753,Sexual Coercion,1
78753,Sit And Lie Ordinance Viol,1
78753,Smuggling Illegal Alien,14
78753,Solicitation - Begging,4
78753,Stalking,123
78753,Take Weapon Frm Police Officer,11
78753,Tampering With Consumer Prod,2
78753,Tampering With Evidence,45
78753,Tampering With Gov Record,28
78753,Tampering With Id Number,2
78753,Tampering With Witness,1
78753,Telecommunication Crimes/Other,2
78753,Terroristic Threat,1764
78753,Terroristic Threat-Mass Caslty,11
78753,Theft,17796
78753,Theft By Embezzlement,37
78753,Theft By Extortion,8
78753,Theft By False Pretext/Bunco,25
78753,Theft By Public Servant,3
78753,Theft By Shoplifting,8046
78753,Theft Catalytic Converter,304
78753,Theft From Auto,939
78753,Theft From Building,193
78753,Theft From Person,533
78753,Theft Of Auto Parts,475
78753,Theft Of Bicycle,489
78753,Theft Of Heavy Equipment,14
78753,Theft Of License Plate,766
78753,Theft Of Metal,145
78753,Theft Of Service,1216
78753,Theft Of Telecommunication Srv,9
78753,Theft Of Trailer,320
78753,Theft- Appropriate Stolen Prop,23
78753,Theft/Till Tapping,14
78753,Tobacco Viol - Age 17,28
78753,Tobacco Viol - Under Age 17,39
78753,Trademark Counterfeiting,19
78753,Trafficking Of Persons,21
78753,Truancy,7
78753,Ucw License Premise,10
78753,Unlawful Carry-Lic Holder,8
78753,Unlawful Carrying Weapon,384
78753,Unlawful Interception,1
78753,Unlawful Restraint,29
78753,Unlawful Restraint Fam/Dat Vio,27
78753,Urinating In Public Place,192
78753,Viol City Ordinance -  Game Rm,11
78753,Viol City Ordinance - Curfew,336
78753,Viol City Ordinance - Dog,148
78753,Viol City Ordinance - Smoking,1
78753,Viol City Ordinance - Sound,7
78753,Viol City Ordinance - Title 10,4
78753,Viol City Ordinance - Wrecker,211
78753,Viol City Ordinance -Firework,12
78753,Viol Civil Rights Prisoner,1
78753,Viol Glass Container,4
78753,Viol Of Bond Conditions,16
78753,Viol Of Camping Ordinance,1
78753,Viol Of Court Order-Non Epo-Po,264
78753,Viol Of Emerg Protective Order,223
78753,Viol Of Park Curfew,2
78753,Viol Of Protective Order,427
78753,Viol State Law - Other,603
78753,Viol Stay Away Order,5
78753,Viol Temp Ex Parte  Order,12
78753,Viol Water Safety Act,1
78753,Violation City Ordinance,1738
78753,Voco - Alcohol  Consumption,169
78753,Voco Amplified Music/Vehicle,345
78753,Voco Solicitation Prohibit,630
78753,Warrant Arrest Non Traffic,2619
78753,Weapon Viol - Other,21
78754,Abuse Of 911,2
78754,Abuse Of Official Capacity,2
78754,Agg Aslt Enhanc Strangl/Suffoc,13
78754,Agg Aslt W/Motor Veh Fam/Dat V,9
78754,Agg Assault On Public Servant,3
78754,Agg Assault With Motor Veh,15
78754,Agg Kidnapping,2
78754,Agg Promotion Of Prostitution,9
78754,Agg Robbery By Assault,5
78754,Agg Sexual Assault Child/Object-Super,1
78754,Aggravated Assault,380
78754,Aggravated Robbery,138
78754,Applic To Revoke Probation,29
78754,Arson,21
78754,Arson-Criminal Mischief,3
78754,Assault By Contact,418
78754,Assault By Threat,321
78754,Assault Of A Pregnant Woman,1
78754,Assault Of Pregnant Wm-Fam/Dat,7
78754,Assault On Peace Officer,3
78754,Assault On Public Servant,7
78754,Assault With Injury,1569
78754,Att Arson,1
78754,Att Auto Theft,4
78754,Att Burglary Non Residence,1
78754,Att Theft,2
78754,Auto Theft,750
78754,Bomb Threat,8
78754,Breach Of Computer Security,38
78754,Bribery,1
78754,Burglary Non Residence,651
78754,Burglary Of Coin-Op Machine,25
78754,Burglary Of Residence,1060
78754,Burglary Of Shed/Detached Garage/Storage Unit,106
78754,Burglary Of Vehicle,3215
78754,Camping In Park,3
78754,Capital Murder,2
78754,Child Custody Interfere,212
78754,Child Endangerment- Abandonmen,57
78754,Civil Disturbance/Demo,13
78754,Compelling Prostitution,15
78754,Counterfeiting,34
78754,Crash/Fail Stop And Render Aid,106
78754,Crash/Intoxication Assault,4
78754,Cred Card Abuse - Expir-Cancel,2
78754,Cred Card Abuse By Forgery,65
78754,Crimes Against Elderly,1
78754,Criminal Conspiracy,1
78754,Criminal Mischief,1509
78754,Criminal Solicitation,2
78754,Criminal Solicitation Of Minor,6
78754,Criminal Trespass,193
78754,Criminal Trespass/In Vehicle,3
78754,Cruelty To Animals,44
78754,Custody Arrest Traffic Warr,260
78754,DWI,470
78754,Damage City Prop,78
78754,Damage City Vehicle,20
78754,Dang Drug Viol - Other,1
78754,Dating Disturbance,166
78754,Deadly Conduct,57
78754,Deadly Conduct Fam/Date Viol,2
78754,Debit/Credit Card Abuse,438
78754,Del Marijuana,13
78754,Del Of Dang Drug,3
78754,Disposal Of Solid Waste,3
78754,Distrib Harmful Material Minor,1
78754,Disturbance - Other,670
78754,Doc Abuse Or Threat,2
78754,Doc Abusive Language,5
78754,Doc Discharge Gun - Pub Place,24
78754,Doc Discharge Gun - Pub Road,9
78754,Doc Display Gun/Deadly Pub Plc,9
78754,Doc Exposure,7
78754,Doc Fighting,26
78754,Doc Offensive Gesture,5
78754,Doc Unreasonable Noise,11
78754,Driving While Intox / Felony,42
78754,Dui - Age 16 And Under,1
78754,Dui - Age 17 To 20,4
78754,Dumping Refuse Near Highway,11
78754,Dwi  .15 Bac Or Above,50
78754,Dwi - Child Passenger,8
78754,Dwi - Drug Recognition Expert,16
78754,Engaging In Organized Crime,27
78754,Escape From Custody,7
78754,Evading / Foot,24
78754,Evading / Vehicle Pursuit,10
78754,Evading Vehicle,17
78754,Expired-Evading Arrest,1
78754,Expired-Injury Child - Elderly,1
78754,Exploitation Of Child/Elderly,6
78754,Explosive Ordnance Disposal,8
78754,Failure To Identify,43
78754,False Alarm Or Report,21
78754,False Report To Cps,1
78754,False Report To Peace Officer,19
78754,False Statement -Obtain Credit,12
78754,Family Disturbance,2851
78754,Federal Viol/Other,34
78754,Felony Enhancement/Asslt W/Inj,52
78754,Forgery - Other,50
78754,Forgery And Passing,176
78754,Forgery By Making,31
78754,Forgery Of Identification,9
78754,Forgery- Certificate Of Title,1
78754,Fraud - Other,346
78754,Fraud Filing Finance Statement,1
78754,Fraud-Card Skimmer,4
78754,Gambling,36
78754,Gambling Promotion,9
78754,Gift To Public Servant,1
78754,Graffiti,27
78754,Harassment,1104
78754,Harassment Of A Public Servant,5
78754,Harassment Online,10
78754,Harboring Runaway Child,5
78754,Hinder Secured Creditors,2
78754,Hindering Apprehension,5
78754,Identity Theft,500
78754,Identity Theft-Tax Returns,8
78754,Illegal Labelling Of Recording,3
78754,Immigration Hold/Arrest,3
78754,Impersonating Public Servant,8
78754,Indecent Assault,7
78754,Indecent Exposure,21
78754,Inj To Disabled  Fam/Date Viol,2
78754,Inj To Elderly   Fam/Date Viol,7
78754,Inj/Child Fv (No Care/Custody),3
78754,Injury Disabled Individual,18
78754,Injury To Child,24
78754,Injury To Child (Care/Custody),29
78754,Injury To Elderly Person,12
78754,Inter Emerg Phonecall Fam/Date,19
78754,Interference Public Duties,3
78754,Interfering W/Emerg Phone Call,4
78754,Justified Homicide,2
78754,Keeping Gambling Place,1
78754,Kidnapping,3
78754,Kidnapping Fam Vio,1
78754,Liquor Law Violation/Other,13
78754,Littering,2
78754,Mail Theft,106
78754,Manf Controlled Sub - Other,3
78754,Misapply Fiduciary Prop,1
78754,Misuse Of Official Info,5
78754,Money Laundering,5
78754,Murder,7
78754,Narcotic Possession,576
78754,Nuisance Abatement,5
78754,Obscene Display - Distribution,1
78754,Obtain Controlled Sub By Fraud,37
78754,Official Oppression,4
78754,Online Impersonation,12
78754,Online Solicitation Of A Minor,9
78754,Parole Viol,158
78754,Perjury,3
78754,Poss Dang Drug,7
78754,Poss Of Alcohol - Age 17 To 20,7
78754,Poss Of Firearm By Felon,34
78754,Poss Of Prohibited Weapon,5
78754,Poss Synthetic Marijuana,1
78754,Poss/Promo Child Pornography,47
78754,Possession Of Marijuana,245
78754,Possession of Drug,84
78754,Probation Viol,6
78754,Promotion Of Prostitution,12
78754,Prostitution,88
78754,Protective Order,85
78754,Prowler,5
78754,Public Lewdness,3
78754,Purchasing Prostitution,15
78754,Purse Snatching,1
78754,Reckless Conduct,1
78754,Reckless Damage,17
78754,Rental Car/Fail To Return,2
78754,Resisting Arrest Or Search,12
78754,Retaliation,4
78754,Robbery By Threat,18
78754,Sale Or Purchase Of Child,1
78754,Sexting/Transmit Sexual Photos,5
78754,Sexual Coercion,2
78754,Smuggling Illegal Alien,13
78754,Stalking,25
78754,Take Weapon Frm Police Officer,1
78754,Tampering With Evidence,4
78754,Tampering With Gov Record,8
78754,Tampering With Witness,3
78754,Terroristic Threat,333
78754,Terroristic Threat-Mass Caslty,1
78754,Theft,2313
78754,Theft By Embezzlement,3
78754,Theft By Extortion,2
78754,Theft By Public Servant,3
78754,Theft By Shoplifting,123
78754,Theft Catalytic Converter,157
78754,Theft From Auto,180
78754,Theft From Building,52
78754,Theft From Person,35
78754,Theft Of Auto Parts,114
78754,Theft Of Bicycle,47
78754,Theft Of Heavy Equipment,12
78754,Theft Of License Plate,127
78754,Theft Of Metal,108
78754,Theft Of Service,108
78754,Theft Of Telecommunication Srv,2
78754,Theft Of Trailer,106
78754,Theft- Appropriate Stolen Prop,3
78754,Tobacco Viol - Age 17,1
78754,Tobacco Viol - Under Age 17,2
78754,Trademark Counterfeiting,44
78754,Trafficking Of Persons,55
78754,Ucw License Premise,2
78754,Unlawful Carry-Lic Holder,1
78754,Unlawful Carrying Weapon,27
78754,Unlawful Restraint,3
78754,Unlawful Restraint Fam/Dat Vio,6
78754,Urinating In Public Place,11
78754,Viol City Ordinance -  Game Rm,3
78754,Viol City Ordinance - Curfew,13
78754,Viol City Ordinance - Dog,26
78754,Viol City Ordinance - Wrecker,30
78754,Viol City Ordinance -Firework,1
78754,Viol Of Bond Conditions,3
78754,Viol Of Camping Ordinance,2
78754,Viol Of Court Order-Non Epo-Po,48
78754,Viol Of Emerg Protective Order,35
78754,Viol Of Protective Order,98
78754,Viol State Law - Other,63
78754,Viol Stay Away Order,1
78754,Viol Temp Ex Parte  Order,4
78754,Violation City Ordinance,59
78754,Voco - Alcohol  Consumption,1
78754,Voco Amplified Music/Vehicle,12
78754,Voco Solicitation Prohibit,56
78754,Warrant Arrest Non Traffic,240
78754,Weapon Viol - Other,3
78756,Agg Aslt Enhanc Strangl/Suffoc,1
78756,Agg Aslt W/Motor Veh Fam/Dat V,5
78756,Agg Assault With Motor Veh,9
78756,Agg Kidnapping,1
78756,Agg Promotion Of Prostitution,1
78756,Agg Robbery By Assault,2
78756,Aggravated Assault,150
78756,Aggravated Robbery,88
78756,Applic To Revoke Probation,7
78756,Arson,20
78756,Arson-Criminal Mischief,2
78756,Assault By Contact,301
78756,Assault By Threat,235
78756,Assault Of Pregnant Wm-Fam/Dat,3
78756,Assault On Peace Officer,3
78756,Assault On Public Servant,15
78756,Assault With Injury,768
78756,Att Auto Theft,1
78756,Att Burglary Non Residence,3
78756,Auto Theft,440
78756,Bank Kiting,1
78756,Bomb Threat,3
78756,Breach Of Computer Security,14
78756,Burglary Non Residence,666
78756,Burglary Of Coin-Op Machine,38
78756,Burglary Of Residence,745
78756,Burglary Of Shed/Detached Garage/Storage Unit,42
78756,Burglary Of Vehicle,2255
78756,Camping In Park,10
78756,Child Custody Interfere,24
78756,Child Endangerment- Abandonmen,18
78756,Civil Disturbance/Demo,13
78756,Counterfeiting,21
78756,Crash/Fail Stop And Render Aid,57
78756,Crash/Intox Manslaughter,1
78756,Crash/Intoxication Assault,5
78756,Cred Card Abuse - Expir-Cancel,1
78756,Cred Card Abuse By Forgery,69
78756,Crimes Against Elderly,1
78756,Criminal Mischief,1299
78756,Criminal Solicitation,1
78756,Criminal Trespass,415
78756,Criminal Trespass/In Vehicle,1
78756,Cruelty To Animals,23
78756,Custody Arrest Traffic Warr,317
78756,DWI,631
78756,Damage City Prop,47
78756,Damage City Vehicle,6
78756,Dang Drug Viol - Other,2
78756,Dating Disturbance,126
78756,Deadly Conduct,12
78756,Debit/Credit Card Abuse,334
78756,Del Marijuana,1
78756,Del Of Alcohol To Minor,2
78756,Disturbance - Other,687
78756,Doc Abuse Or Threat,1
78756,Doc Abusive Language,11
78756,Doc Discharge Gun - Pub Place,5
78756,Doc Display Gun/Deadly Pub Plc,5
78756,Doc Exposure,16
78756,Doc Fighting,10
78756,Doc Offensive Gesture,5
78756,Doc Unreasonable Noise,25
78756,Driving While Intox / Felony,31
78756,Dui - Age 16 And Under,1
78756,Dui - Age 17 To 20,18
78756,Dumping Refuse Near Highway,13
78756,Dwi  .15 Bac Or Above,37
78756,Dwi - Child Passenger,8
78756,Dwi - Drug Recognition Expert,9
78756,Escape From Custody,2
78756,Evading / Foot,16
78756,Evading / Vehicle Pursuit,3
78756,Evading Vehicle,9
78756,Expired-Att Obt Cont Sub Fraud,3
78756,Expired-Att Robbery By Assault,1
78756,Expired-Evading Arrest,2
78756,Exploitation Of Child/Elderly,1
78756,Explosive Ordnance Disposal,7
78756,Failure To Identify,42
78756,False Alarm Or Report,13
78756,False Report To Peace Officer,10
78756,False Statement -Obtain Credit,4
78756,Family Disturbance,1302
78756,Federal Viol/Other,5
78756,Felony Enhancement/Asslt W/Inj,26
78756,Forgery - Other,46
78756,Forgery And Passing,257
78756,Forgery By Making,28
78756,Forgery Of Identification,2
78756,Fraud - Other,200
78756,Gambling,5
78756,Graffiti,378
78756,Harassment,755
78756,Harassment Of A Public Servant,4
78756,Harassment Online,4
78756,Harboring Runaway Child,2
78756,Hinder Secured Creditors,8
78756,Identity Theft,268
78756,Identity Theft-Tax Returns,2
78756,Impersonating Public Servant,7
78756,Indecent Assault,9
78756,Indecent Exposure,25
78756,Inhalant Abuse,2
78756,Inj To Disabled  Fam/Date Viol,2
78756,Inj To Elderly   Fam/Date Viol,6
78756,Injury Disabled Individual,7
78756,Injury To Child,9
78756,Injury To Child (Care/Custody),11
78756,Injury To Elderly Person,10
78756,Inter Emerg Phonecall Fam/Date,6
78756,Interference Public Duties,1
78756,Interfering W/Emerg Phone Call,1
78756,Kidnapping,2
78756,Liquor Law Violation/Other,17
78756,Littering,17
78756,Mail Theft,37
78756,Making Tobacco Avail To Minor,5
78756,Misapply Fiduciary Prop,1
78756,Murder,2
78756,Narcotic Possession,133
78756,Nuisance Abatement,2
78756,Obscene Display - Distribution,1
78756,Obtain Controlled Sub By Fraud,40
78756,Obtain Dang Drug By Fraud,1
78756,Online Impersonation,9
78756,Online Solicitation Of A Minor,2
78756,Parole Viol,4
78756,Pigeon Drop,3
78756,Poss Criminal Instrument,1
78756,Poss Dang Drug,8
78756,Poss Of Alcohol - Age 17 To 20,11
78756,Poss Of Alcohol-Age 16 & Under,3
78756,Poss Of Firearm By Felon,4
78756,Poss Of Liq On School Prop,1
78756,Poss Of Prohibited Weapon,4
78756,Poss Synthetic Marijuana,3
78756,Poss/Promo Child Pornography,6
78756,Possession Of Marijuana,181
78756,Possession of Drug,133
78756,Probation Viol,1
78756,Promotion Of Prostitution,1
78756,Prostitution,3
78756,Protective Order,25
78756,Prowler,8
78756,Public Lewdness,3
78756,Purse Snatching,3
78756,Reckless Conduct,1
78756,Reckless Damage,13
78756,Rental Car/Fail To Return,3
78756,Resisting Arrest Or Search,7
78756,Retaliation,7
78756,Robbery By Threat,16
78756,Sit And Lie Ordinance Viol,1
78756,Solicitation - Begging,4
78756,Stalking,24
78756,Take Weapon Frm Police Officer,2
78756,Tampering With Consumer Prod,2
78756,Tampering With Evidence,1
78756,Tampering With Gov Record,2
78756,Telecommunication Crimes/Other,1
78756,Terroristic Threat,162
78756,Theft,2346
78756,Theft By Embezzlement,5
78756,Theft By Extortion,2
78756,Theft By False Pretext/Bunco,3
78756,Theft By Public Servant,1
78756,Theft By Shoplifting,504
78756,Theft Catalytic Converter,58
78756,Theft From Auto,73
78756,Theft From Building,64
78756,Theft From Person,29
78756,Theft Of Auto Parts,46
78756,Theft Of Bicycle,451
78756,Theft Of Heavy Equipment,2
78756,Theft Of License Plate,92
78756,Theft Of Metal,36
78756,Theft Of Service,133
78756,Theft Of Trailer,58
78756,Tobacco Viol - Age 17,10
78756,Tobacco Viol - Under Age 17,18
78756,Truancy,2
78756,Unlawful Carrying Weapon,24
78756,Unlawful Restraint,2
78756,Urinating In Public Place,20
78756,Viol City Ordinance - Booting,2
78756,Viol City Ordinance - Curfew,117
78756,Viol City Ordinance - Dog,12
78756,Viol City Ordinance - Wrecker,11
78756,Viol City Ordinance -Firework,2
78756,Viol Glass Container,1
78756,Viol Of Bond Conditions,1
78756,Viol Of Court Order-Non Epo-Po,11
78756,Viol Of Emerg Protective Order,19
78756,Viol Of Park Curfew,2
78756,Viol Of Protective Order,49
78756,Viol State Law - Other,41
78756,Viol Temp Ex Parte  Order,6
78756,Violation City Ordinance,70
78756,Voco - Alcohol  Consumption,8
78756,Voco Amplified Music/Vehicle,7
78756,Voco Solicitation Prohibit,23
78756,Warrant Arrest Non Traffic,299
78756,Weapon Viol - Other,5
78757,Abuse Of 911,2
78757,Agg Aslt Enhanc Strangl/Suffoc,23
78757,Agg Aslt W/Motor Veh Fam/Dat V,17
78757,Agg Assault On Public Servant,4
78757,Agg Assault With Motor Veh,38
78757,Agg Kidnapping,2
78757,Agg Promotion Of Prostitution,1
78757,Agg Robbery By Assault,9
78757,Aggravated Assault,582
78757,Aggravated Robbery,368
78757,Applic To Revoke Probation,25
78757,Arson,37
78757,Arson-Criminal Mischief,7
78757,Assault By Contact,757
78757,Assault By Threat,516
78757,Assault Of Pregnant Wm-Fam/Dat,3
78757,Assault On Peace Officer,5
78757,Assault On Public Servant,22
78757,Assault With Injury,2544
78757,Att Auto Theft,19
78757,Att Burglary Non Residence,6
78757,Att Theft,8
78757,Auto Theft,1405
78757,Awol,1
78757,Bank Kiting,9
78757,Bomb Threat,10
78757,Breach Of Computer Security,41
78757,Burglary Non Residence,1823
78757,Burglary Of Coin-Op Machine,77
78757,Burglary Of Residence,2260
78757,Burglary Of Shed/Detached Garage/Storage Unit,190
78757,Burglary Of Vehicle,8198
78757,Camping In Park,44
78757,Capital Murder,3
78757,Child Custody Interfere,134
78757,Child Endangerment- Abandonmen,81
78757,Civil Disturbance/Demo,22
78757,Communicating Gambling Info,1
78757,Contribute Delinquency Minor,1
78757,Counterfeiting,90
78757,Crash/Fail Stop And Render Aid,112
78757,Crash/Intoxication Assault,5
78757,Cred Card Abuse - Expir-Cancel,3
78757,Cred Card Abuse By Forgery,226
78757,Crim Neg Homicide/Non Traffic,1
78757,Crimes Against Elderly,1
78757,Criminal Mischief,3605
78757,Criminal Nonsupport,1
78757,Criminal Solicitation,2
78757,Criminal Solicitation Of Minor,4
78757,Criminal Trespass,1037
78757,Criminal Trespass/In Vehicle,10
78757,Cruelty To Animals,86
78757,Custody Arrest Traffic Warr,847
78757,DWI,1753
78757,Damage City Prop,80
78757,Damage City Vehicle,7
78757,Dang Drug Viol - Other,1
78757,Dating Disturbance,266
78757,Deadly Conduct,38
78757,Deadly Conduct Fam/Date Viol,4
78757,Debit/Credit Card Abuse,919
78757,Del Marijuana,1
78757,Del Of Alcohol To Minor,3
78757,Distrib Harmful Material Minor,2
78757,Disturbance - Other,1610
78757,Doc Abuse Or Threat,11
78757,Doc Abusive Language,20
78757,Doc Discharge Gun - Pub Place,27
78757,Doc Discharge Gun - Pub Road,5
78757,Doc Display Gun/Deadly Pub Plc,32
78757,Doc Exposure,41
78757,Doc Fighting,48
78757,Doc Offensive Gesture,13
78757,Doc Unreasonable Noise,39
78757,Driving While Intox / Felony,88
78757,Dui - Age 16 And Under,1
78757,Dui - Age 17 To 20,23
78757,Dumping Refuse Near Highway,16
78757,Dwi  .15 Bac Or Above,115
78757,Dwi - Child Passenger,16
78757,Dwi - Drug Recognition Expert,18
78757,Engaging In Organized Crime,1
78757,Escape From Custody,1
78757,Evading / Foot,50
78757,Evading / Vehicle Pursuit,18
78757,Evading Vehicle,45
78757,Expired-Att Obt Cont Sub Fraud,5
78757,Expired-Evading Arrest,1
78757,Expired-Injury Child - Elderly,2
78757,Exploitation Of Child/Elderly,2
78757,Explosive Ordnance Disposal,16
78757,Failure To Identify,148
78757,False Alarm Or Report,32
78757,False Caller Id Display/Spoof,1
78757,False Report To Cps,2
78757,False Report To Peace Officer,14
78757,False Statement -Obtain Credit,32
78757,Family Disturbance,4265
78757,Federal Viol/Other,13
78757,Felony Enhancement/Asslt W/Inj,127
78757,Forgery - Other,132
78757,Forgery And Passing,674
